user_id,course_id,course_name,instructor,course_duration_hours,certification_offered,difficulty_level,rating,enrollment_numbers,course_price,feedback_score,study_material_available,time_spent_hours,previous_courses_taken
5345,7707,Ethical Hacking Masterclass,Ethan Hall,18.5,Yes,Advanced,4.1,43153,465.48,0.708,Yes,70.62,6
33974,2207,DevOps and Continuous Deployment,William Thomas,35.1,Yes,Intermediate,4.4,49337,38.35,0.569,Yes,19.16,2
9513,8755,Data Visualization with Tableau,James Clark,9.8,No,Intermediate,3.9,46330,43.95,0.62,Yes,52.04,6
36656,6251,Cloud Computing Essentials,Olivia Taylor,22,Yes,Beginner,3.6,9150,364.56,0.75,Yes,14.57,3
34099,4010,Fitness and Nutrition Coaching,Charlotte King,65.3,Yes,Beginner,3.5,47362,484.91,0.61,No,41.22,5
8623,2751,Data Visualization with Tableau,Sophia Anderson,5.2,No,Beginner,3.9,11969,460.22,0.908,Yes,27.62,3
37452,5208,Public Speaking Mastery,Dr. Mia Walker,36,Yes,Beginner,4.1,41561,353.07,0.539,Yes,25.94,6
18659,6609,Python for Beginners,Michael Brown,67.8,Yes,Intermediate,5,17196,59.98,0.724,Yes,32.02,6
36134,1383,Python for Beginners,Dr. Robert Davis,33.8,Yes,Beginner,3.9,38910,376.5,0.785,Yes,27.86,9
17648,3463,Stock Market and Trading Strategies,Isabella Scott,8.9,No,Advanced,4.5,16859,280.64,0.902,Yes,48.25,6
20621,8886,Python for Beginners,Alexander Young,72.6,Yes,Intermediate,4.5,16794,200.44,0.717,Yes,6.29,2
37068,7931,Cybersecurity for Professionals,William Thomas,91.3,Yes,Intermediate,3,10169,38.34,0.664,Yes,27.32,11
3734,6113,Personal Finance and Wealth Building,James Clark,92.8,Yes,Advanced,4.5,7854,92.88,0.273,No,48.27,2
29676,9672,Networking and System Administration,Alexander Young,26.2,Yes,Beginner,4.2,27738,44.24,0.715,Yes,1,6
1666,2410,Project Management Fundamentals,Jessica Martinez,96.2,No,Beginner,3.8,41121,240.92,0.382,No,2.66,2
861,1437,AI for Business Leaders,Jessica Martinez,54.9,Yes,Beginner,5,12997,439.18,0.858,Yes,14.55,4
49997,8354,Fitness and Nutrition Coaching,Olivia Taylor,82.1,No,Beginner,4.5,6701,107.74,0.614,Yes,24.57,3
27619,9653,Blockchain and Decentralized Applications,Olivia Taylor,51,Yes,Beginner,5,3012,479.93,0.892,Yes,1,6
27917,2216,Graphic Design with Canva,Ethan Hall,76.7,Yes,Advanced,3.9,38380,247.5,1,Yes,36.45,7
11682,3258,Fundamentals of Digital Marketing,James Clark,82.5,No,Beginner,5,28978,414.9,0.617,Yes,16.54,7
16521,7764,Data Visualization with Tableau,Daniel White,66,Yes,Intermediate,4.7,37797,260.12,0.725,Yes,30.04,4
22132,8166,Project Management Fundamentals,Charlotte King,28,Yes,Beginner,3.3,20449,295.12,0.885,Yes,25.24,13
22879,6813,Cybersecurity for Professionals,Liam Adams,53.9,Yes,Beginner,4.2,19053,36.67,0.766,Yes,1,6
11425,5376,Cybersecurity for Professionals,William Thomas,12.2,Yes,Intermediate,4,31287,130.05,0.838,Yes,6.53,7
38555,2516,Advanced Machine Learning,Dr. Mia Walker,45.8,Yes,Beginner,4.7,41605,96.24,0.666,Yes,1,3
26797,4469,Blockchain and Decentralized Applications,James Clark,92.6,No,Advanced,3.8,30412,374.86,0.494,Yes,12.21,4
9346,4059,Graphic Design with Canva,Daniel White,8.8,Yes,Advanced,4.5,375,450.85,0.553,Yes,12.25,5
27487,5382,Stock Market and Trading Strategies,Olivia Taylor,20.6,Yes,Beginner,5,30645,161.66,0.64,Yes,13.29,5
22585,9070,Fundamentals of Digital Marketing,Liam Adams,52.4,No,Beginner,3.1,47865,109,1,Yes,12.17,5
26987,519,Cybersecurity for Professionals,Liam Adams,72.9,Yes,Beginner,4.3,12052,460.59,0.93,Yes,35.29,4
11599,1126,Blockchain and Decentralized Applications,Olivia Taylor,84,No,Intermediate,3.9,15845,145.93,0.75,No,38.29,6
8326,6052,Python for Beginners,Benjamin Lewis,78.7,No,Intermediate,4.6,23850,340.22,0.496,No,21.1,4
18446,478,Project Management Fundamentals,Benjamin Lewis,53.1,Yes,Beginner,3.3,42263,353.11,0.522,Yes,31.03,2
37147,8214,Personal Finance and Wealth Building,James Clark,27.1,Yes,Beginner,3.3,25321,53.58,0.924,Yes,20.98,6
43814,7466,Ethical Hacking Masterclass,Liam Adams,80.7,Yes,Beginner,3.1,6660,296.35,0.747,Yes,46.66,4
3731,7764,Fitness and Nutrition Coaching,Ethan Hall,49.2,Yes,Beginner,3.7,16649,192.02,0.801,Yes,30.66,3
11685,5408,Mobile App Development with Swift,Olivia Taylor,92.9,Yes,Advanced,3.2,2996,245.97,0.974,Yes,20.87,6
38891,3718,Personal Finance and Wealth Building,Daniel White,22.2,Yes,Beginner,4.3,23943,67.53,0.663,Yes,30.4,5
34564,1644,Project Management Fundamentals,Dr. John Smith,96.4,Yes,Beginner,4,41245,24.41,0.743,Yes,1,5
10042,7837,Fitness and Nutrition Coaching,Daniel White,79.7,Yes,Advanced,3.8,30017,399.83,0.474,Yes,17.25,3
8188,6049,Ethical Hacking Masterclass,Daniel White,84.6,No,Intermediate,3.5,24094,472.63,1,Yes,30.96,2
37609,5505,Personal Finance and Wealth Building,James Clark,29.8,Yes,Beginner,3.7,10502,259.01,0.633,Yes,4.63,5
32625,5064,Data Visualization with Tableau,Michael Brown,65.2,Yes,Beginner,3.6,15968,489.46,0.824,Yes,20.05,9
10920,7501,Cloud Computing Essentials,David Wilson,19.3,Yes,Intermediate,3.1,36901,185.93,0.616,Yes,34.73,4
3727,3237,Graphic Design with Canva,Dr. Mia Walker,78.1,Yes,Intermediate,3.1,41648,120.94,0.791,Yes,38.5,5
31717,8042,Photography and Video Editing,Prof. Emily Johnson,85.7,No,Intermediate,3.2,48744,444.69,0.711,Yes,39.92,6
33028,3187,Mobile App Development with Swift,Olivia Taylor,82.5,Yes,Intermediate,2.9,29144,452.05,0.561,Yes,28.61,8
1844,8938,Personal Finance and Wealth Building,Sophia Anderson,56.5,Yes,Intermediate,2.8,24603,28.24,0.49,Yes,36.71,4
13755,8541,Project Management Fundamentals,Benjamin Lewis,73.9,Yes,Intermediate,3,13571,314.88,0.735,Yes,29.43,6
28854,2473,Project Management Fundamentals,William Thomas,90.7,Yes,Intermediate,3.7,34638,140.68,0.927,Yes,24.49,6
2281,1882,Fitness and Nutrition Coaching,William Thomas,71.9,No,Beginner,3.2,12984,323.86,0.55,Yes,9.86,2
25532,8808,Cybersecurity for Professionals,Olivia Taylor,95.5,No,Beginner,3.9,35576,274.87,0.774,Yes,3.03,2
29789,8362,Blockchain and Decentralized Applications,Alexander Young,7.8,No,Beginner,4,20843,152.01,0.696,Yes,37.88,7
7797,6744,Project Management Fundamentals,Daniel White,13.3,No,Beginner,3.3,11045,130.28,0.793,Yes,1,4
4568,1155,Stock Market and Trading Strategies,Jessica Martinez,40.2,Yes,Beginner,4.1,33201,92.92,0.638,Yes,15.98,3
30212,13,Ethical Hacking Masterclass,William Thomas,22.4,Yes,Intermediate,4.5,36499,238.5,0.814,Yes,18.32,2
9301,8641,Fitness and Nutrition Coaching,Dr. John Smith,39,Yes,Intermediate,4.3,19220,90.05,0.509,Yes,30.27,5
32151,226,Stock Market and Trading Strategies,David Wilson,83.9,Yes,Intermediate,3.3,35624,248.06,0.534,Yes,8.08,3
1256,7799,Fundamentals of Digital Marketing,Prof. Emily Johnson,81.5,Yes,Beginner,3.6,6772,63.56,0.844,Yes,9.97,6
31829,7968,Python for Beginners,Dr. Mia Walker,99.7,Yes,Intermediate,3.3,233,422.69,0.614,Yes,10.31,7
6463,9485,Mobile App Development with Swift,Dr. Mia Walker,21.3,Yes,Beginner,4.5,43094,455.56,0.646,Yes,51.08,9
43201,3650,Networking and System Administration,David Wilson,83.4,Yes,Intermediate,4.4,38966,453.97,0.547,No,1,4
18043,5013,Data Visualization with Tableau,Sarah Lee,48.3,Yes,Beginner,3.9,2287,76.13,0.69,Yes,11.19,3
27561,5519,Blockchain and Decentralized Applications,Dr. John Smith,59.9,Yes,Intermediate,3.4,6739,258.85,0.717,Yes,9.14,6
19033,2447,Cybersecurity for Professionals,Dr. Robert Davis,41.5,Yes,Beginner,3.3,28887,206.45,0.852,No,39.99,2
47711,3437,Networking and System Administration,David Wilson,14.4,Yes,Advanced,5,34395,277.64,0.973,Yes,11.5,8
12151,3337,Fundamentals of Digital Marketing,Isabella Scott,76.4,Yes,Beginner,4.9,34801,156.58,0.908,Yes,1,8
3372,2124,Mobile App Development with Swift,Emma Harris,91.4,Yes,Beginner,3.9,15275,37.33,0.975,Yes,31.66,5
19814,8775,Fitness and Nutrition Coaching,Liam Adams,72.5,Yes,Advanced,4.2,25004,392.96,0.714,Yes,41.62,4
7621,3861,Ethical Hacking Masterclass,William Thomas,44.2,No,Beginner,4.8,1084,366.16,1,Yes,7.35,3
2933,2953,Cybersecurity for Professionals,Dr. Robert Davis,44.6,Yes,Advanced,5,31631,369.05,0.82,Yes,33.19,6
21471,9794,AI for Business Leaders,David Wilson,78.3,No,Beginner,4.6,28107,227.07,0.695,Yes,26.17,6
9779,5378,Ethical Hacking Masterclass,Olivia Taylor,15.6,Yes,Beginner,3.1,23499,198.45,0.922,Yes,30.81,8
23034,1336,Advanced Machine Learning,Daniel White,64.2,No,Beginner,3.9,34226,108.17,0.642,Yes,12.95,14
10305,8173,AI for Business Leaders,Sophia Anderson,92.2,Yes,Beginner,4.2,24955,427.86,0.561,Yes,53.01,3
8120,885,Advanced Machine Learning,Ethan Hall,58.3,No,Beginner,4.6,11224,455.14,0.65,No,19.25,5
47326,7631,AI for Business Leaders,Michael Brown,18.3,Yes,Advanced,3.8,9916,52.83,0.868,Yes,23.11,11
14408,8291,Ethical Hacking Masterclass,Michael Brown,87.5,Yes,Beginner,3.9,27265,395.75,0.73,Yes,11.47,6
4984,1222,Project Management Fundamentals,Sarah Lee,29.4,Yes,Beginner,4.4,11980,491.21,0.664,Yes,32.85,5
2522,1467,Photography and Video Editing,David Wilson,90.4,Yes,Beginner,2.5,28585,216.3,0.451,Yes,1,7
19087,6983,Personal Finance and Wealth Building,Daniel White,37.7,No,Intermediate,4.2,41682,465.63,0.429,No,25.9,0
49171,7555,Ethical Hacking Masterclass,Dr. John Smith,62.7,No,Beginner,5,7797,150.56,0.641,Yes,35.37,4
49112,3234,Game Development with Unity,Prof. Emily Johnson,17.7,Yes,Beginner,5,3855,404.72,0.754,Yes,6.7,5
784,2525,Advanced Machine Learning,Emma Harris,44.2,Yes,Intermediate,3.5,49482,205.54,0.716,Yes,52.82,7
42667,9875,Fundamentals of Digital Marketing,David Wilson,97.9,Yes,Beginner,5,36073,105.33,0.844,Yes,1,2
16799,8839,Stock Market and Trading Strategies,Olivia Taylor,66.1,No,Beginner,3,31263,165.95,0.743,Yes,1,9
8556,5995,Blockchain and Decentralized Applications,Sophia Anderson,59.4,Yes,Beginner,4.4,45872,66.27,0.888,Yes,28.49,3
10768,1419,Public Speaking Mastery,Olivia Taylor,65.9,Yes,Advanced,5,42588,415.12,0.839,Yes,25.09,4
1104,1855,Game Development with Unity,Isabella Scott,30.7,Yes,Intermediate,4.6,33873,120.93,0.673,Yes,34.46,0
5310,5373,Graphic Design with Canva,Daniel White,41.4,Yes,Beginner,2.8,11237,313.05,0.681,Yes,32.32,1
33940,3523,Blockchain and Decentralized Applications,Isabella Scott,22.9,Yes,Intermediate,4.8,7848,361.28,0.773,No,9.4,5
8635,2744,Public Speaking Mastery,Michael Brown,32.2,Yes,Intermediate,4.3,41057,422.86,0.653,Yes,18.16,7
39177,8807,Cloud Computing Essentials,Jessica Martinez,39.3,No,Beginner,4.2,23912,273.59,0.573,Yes,14.67,3
12136,8619,Fitness and Nutrition Coaching,Dr. John Smith,95.9,No,Advanced,3.7,20969,80.31,0.699,No,7.87,10
32045,7608,Fundamentals of Digital Marketing,Liam Adams,48.5,Yes,Beginner,4,4571,133.23,0.652,Yes,1,3
20946,6124,Python for Beginners,Olivia Taylor,73.8,Yes,Beginner,4.5,44640,295.99,0.699,Yes,18.59,4
46479,5933,Ethical Hacking Masterclass,Isabella Scott,20.6,No,Intermediate,3.8,7046,341.61,0.82,Yes,9.5,1
39405,9088,Advanced Machine Learning,Dr. Mia Walker,15.8,No,Advanced,2.9,8977,37.93,0.647,Yes,19.3,3
2590,1724,Python for Beginners,Ethan Hall,81.4,No,Beginner,4.5,14461,84,0.659,Yes,33.56,4
10032,9377,Cybersecurity for Professionals,Alexander Young,95.4,No,Beginner,5,12043,163.41,0.746,Yes,9.86,3
9696,2076,Blockchain and Decentralized Applications,Olivia Taylor,78.7,No,Beginner,3.3,2488,249.08,0.849,Yes,6.12,5
15528,8807,Game Development with Unity,David Wilson,6.1,Yes,Intermediate,4.4,26455,320.1,0.848,No,25.42,5
5723,5236,AI for Business Leaders,Michael Brown,94.2,Yes,Beginner,2.4,20750,223.05,0.772,Yes,11.63,5
46171,1760,Photography and Video Editing,Liam Adams,14,Yes,Intermediate,4.5,42960,217.14,0.718,Yes,32.19,6
49875,2560,Game Development with Unity,David Wilson,36.4,Yes,Intermediate,3.6,32161,179.56,0.774,Yes,32.79,2
842,5411,Mobile App Development with Swift,David Wilson,47.3,Yes,Beginner,3,39001,224.73,0.918,No,21.54,0
18732,42,DevOps and Continuous Deployment,Sarah Lee,41.7,No,Beginner,4.5,36329,422.16,1,No,22.72,13
646,2277,Cloud Computing Essentials,Michael Brown,68.6,Yes,Beginner,3.4,8891,119.36,0.855,Yes,1,2
32117,1724,Advanced Machine Learning,Dr. John Smith,37.5,Yes,Beginner,4.1,45309,194.58,1,Yes,5.5,4
40984,1946,Cybersecurity for Professionals,Olivia Taylor,6.9,Yes,Intermediate,3.9,45513,483.61,0.77,No,2.33,9
29403,145,Mobile App Development with Swift,Liam Adams,35.4,Yes,Intermediate,3.4,2554,465.59,0.742,Yes,41.14,1
49159,753,Game Development with Unity,Liam Adams,42.3,No,Beginner,4.5,47123,109.69,0.914,Yes,3.14,6
31750,8137,Fundamentals of Digital Marketing,Daniel White,26,Yes,Advanced,5,6124,159.28,0.78,Yes,1,5
36470,7047,Cybersecurity for Professionals,Jessica Martinez,57.5,No,Beginner,2.8,45496,415.97,0.498,No,29.48,2
13909,7233,Fundamentals of Digital Marketing,Dr. John Smith,24.9,No,Beginner,3.8,29040,274.28,0.878,No,53.2,5
42232,7296,AI for Business Leaders,Charlotte King,63,Yes,Beginner,2.1,11278,150.85,0.773,Yes,23.19,4
45222,5684,Graphic Design with Canva,Benjamin Lewis,56.3,Yes,Intermediate,5,11282,44.25,0.491,Yes,36.24,5
12716,4328,Project Management Fundamentals,Sarah Lee,19.7,No,Intermediate,3.6,34387,465.86,0.852,Yes,1,6
38399,4808,AI for Business Leaders,Liam Adams,10.7,Yes,Beginner,5,17594,329.37,0.842,Yes,15.32,7
48671,2938,Fundamentals of Digital Marketing,Benjamin Lewis,33.8,No,Intermediate,3.8,4953,324.51,0.867,Yes,1,0
35325,3256,Python for Beginners,William Thomas,60.1,Yes,Beginner,4.8,10829,344.04,0.915,Yes,22.62,5
19339,9234,Networking and System Administration,Isabella Scott,44.8,No,Intermediate,3.1,25302,234.04,0.66,Yes,29.05,8
7388,6463,Photography and Video Editing,Dr. John Smith,5.4,Yes,Beginner,2.1,12424,463.61,0.772,Yes,36.84,3
23173,8272,AI for Business Leaders,Jessica Martinez,34.6,No,Intermediate,3.9,5805,123.43,0.721,Yes,37.24,4
26176,2931,Ethical Hacking Masterclass,Prof. Emily Johnson,73.8,Yes,Intermediate,3,37858,246.94,0.916,Yes,1,5
30796,8122,Fundamentals of Digital Marketing,Michael Brown,87.7,Yes,Advanced,4.3,21583,266.13,0.898,Yes,25.7,4
42627,6368,Ethical Hacking Masterclass,Charlotte King,65.7,Yes,Advanced,5,1634,22.88,0.57,Yes,22.31,3
46399,1454,Personal Finance and Wealth Building,Isabella Scott,30.8,Yes,Beginner,4.1,44919,460.65,0.918,Yes,30.29,7
37430,8022,Python for Beginners,Sophia Anderson,52.9,Yes,Intermediate,4.4,38080,465.5,0.747,Yes,7.36,3
3802,539,Personal Finance and Wealth Building,Ethan Hall,89.9,Yes,Beginner,3.2,1064,291.52,0.756,Yes,13.62,3
7414,5990,Project Management Fundamentals,Dr. Mia Walker,75.4,Yes,Advanced,5,26746,295.3,0.649,Yes,15.43,3
44840,8876,Advanced Machine Learning,Daniel White,69.4,Yes,Beginner,4.6,47491,219.8,0.773,Yes,31.12,4
17666,6110,DevOps and Continuous Deployment,Dr. Mia Walker,84.4,Yes,Advanced,3.1,38417,48.35,0.674,Yes,23.14,4
10857,5153,Photography and Video Editing,Dr. John Smith,79.6,Yes,Advanced,4.1,11172,51.9,0.796,Yes,29.61,4
31101,1149,Data Visualization with Tableau,Olivia Taylor,94.3,Yes,Advanced,3.8,14576,99.85,0.745,Yes,7.97,8
43856,4790,Game Development with Unity,Daniel White,36.1,No,Beginner,4.6,44654,252.83,0.819,Yes,42.86,10
8188,6150,Photography and Video Editing,James Clark,87.1,Yes,Beginner,2.8,22861,280.63,0.85,Yes,14.25,5
25785,2815,Mobile App Development with Swift,Olivia Taylor,22.5,Yes,Intermediate,5,31183,279.93,0.864,Yes,1,3
49455,6204,Ethical Hacking Masterclass,Dr. Mia Walker,67.8,Yes,Beginner,3.9,3107,44.6,0.683,No,36.87,9
13806,3518,Mobile App Development with Swift,Isabella Scott,73.3,No,Beginner,3.4,26886,40.54,0.717,No,15.14,7
41716,8652,Python for Beginners,Sarah Lee,89.1,Yes,Beginner,5,11677,484.15,0.712,Yes,18.82,5
42187,8486,Fitness and Nutrition Coaching,Liam Adams,48.4,Yes,Advanced,4.3,26128,292.73,0.645,Yes,5.47,5
7576,5519,Python for Beginners,Liam Adams,65.7,Yes,Intermediate,4,11545,311.1,0.513,Yes,27.45,5
42194,1183,AI for Business Leaders,Alexander Young,42.8,No,Advanced,4.3,19156,195.91,0.787,Yes,46.74,10
38747,7282,Game Development with Unity,Emma Harris,83.6,Yes,Beginner,4.5,23263,278.01,0.821,Yes,25.84,7
47205,9629,Photography and Video Editing,Liam Adams,13.2,No,Beginner,4.1,8980,202.96,0.647,Yes,15.35,7
28094,4080,Public Speaking Mastery,William Thomas,64.2,Yes,Intermediate,4.4,26650,242.49,0.824,Yes,20.11,5
9090,4939,Stock Market and Trading Strategies,Sophia Anderson,53.2,Yes,Beginner,4.6,45527,198.11,0.72,Yes,13.1,8
29455,7166,Public Speaking Mastery,Dr. Mia Walker,87,Yes,Intermediate,3.9,40021,194.66,0.791,Yes,29.47,6
22475,6601,Cybersecurity for Professionals,Benjamin Lewis,85,Yes,Beginner,4.4,14599,258.59,1,Yes,16.05,9
8155,8848,DevOps and Continuous Deployment,Charlotte King,57.6,Yes,Beginner,3.2,7440,371.8,0.745,Yes,12.82,4
40952,9491,Blockchain and Decentralized Applications,Isabella Scott,86.5,Yes,Intermediate,4.6,44281,466.13,0.703,No,1,6
22065,3929,Cloud Computing Essentials,Emma Harris,74.8,No,Beginner,4,6667,44.41,1,Yes,14.48,5
27887,4658,Python for Beginners,Daniel White,76.2,Yes,Beginner,4.1,29490,295.27,0.628,Yes,35.62,4
29399,5824,Cloud Computing Essentials,Dr. Robert Davis,15.7,Yes,Beginner,4.6,41192,251.8,1,Yes,11.63,9
36131,633,Graphic Design with Canva,Sophia Anderson,19.2,Yes,Advanced,3.2,27253,248.54,0.734,Yes,4.51,6
43870,4071,Cybersecurity for Professionals,Dr. Robert Davis,50.4,No,Advanced,4.2,47183,417.36,0.904,Yes,1,4
9647,6285,Photography and Video Editing,Dr. John Smith,92.9,Yes,Advanced,4.6,23061,470.07,0.825,Yes,20.72,3
25392,6110,Personal Finance and Wealth Building,Dr. Robert Davis,64.7,Yes,Beginner,3.7,32362,222.87,0.897,Yes,35.17,3
28823,7676,Cloud Computing Essentials,Prof. Emily Johnson,95.7,Yes,Advanced,5,2414,93.78,0.498,Yes,2.28,4
48524,2014,AI for Business Leaders,Daniel White,42.8,No,Intermediate,3.6,31873,327.89,0.532,Yes,10.29,6
37873,3646,Fundamentals of Digital Marketing,Michael Brown,21.4,No,Beginner,3.6,48814,466.83,0.859,Yes,3.45,6
22000,9190,Stock Market and Trading Strategies,Sarah Lee,21.4,Yes,Beginner,4.9,33270,287,0.688,Yes,50.25,6
9513,209,Public Speaking Mastery,Jessica Martinez,77.5,Yes,Intermediate,3.9,10397,259.07,0.534,Yes,18.67,6
29341,6671,Graphic Design with Canva,Sarah Lee,53.6,Yes,Intermediate,5,47900,143.29,0.826,Yes,30.8,1
16070,2226,Game Development with Unity,Charlotte King,75.5,Yes,Intermediate,3.1,45363,287.54,0.603,Yes,15.12,2
49075,8544,Networking and System Administration,Dr. Robert Davis,13.8,No,Beginner,3.6,44824,295.26,0.759,Yes,19.9,7
49024,8152,Stock Market and Trading Strategies,Michael Brown,56.8,Yes,Advanced,4.5,31222,330.8,0.841,Yes,22.24,7
4503,5315,Advanced Machine Learning,Isabella Scott,44.8,Yes,Beginner,4.3,11369,341.05,0.454,Yes,25.79,3
32237,4468,Fitness and Nutrition Coaching,David Wilson,28.1,Yes,Intermediate,3.5,17806,299.15,0.782,Yes,1,4
48021,8877,Public Speaking Mastery,Dr. Mia Walker,54.8,Yes,Beginner,3.9,41608,371.76,0.768,No,2.4,5
24008,9236,Advanced Machine Learning,Jessica Martinez,53.9,Yes,Beginner,4.1,47430,370.54,0.671,Yes,19.53,4
20972,7445,Fundamentals of Digital Marketing,James Clark,78.8,No,Beginner,3.1,48958,45.41,0.8,Yes,53.38,6
6038,7564,Photography and Video Editing,David Wilson,70.6,No,Beginner,3.4,41130,291.16,0.714,Yes,40.98,2
42061,2148,Fitness and Nutrition Coaching,Charlotte King,16.7,Yes,Beginner,3.9,14217,292.51,0.795,Yes,29.51,9
27362,6508,Networking and System Administration,Alexander Young,19.7,Yes,Beginner,3.8,1931,57.05,0.654,Yes,33.4,5
14467,1621,Game Development with Unity,Michael Brown,40.5,Yes,Intermediate,5,4141,150.9,0.931,Yes,15.61,4
33765,2451,Game Development with Unity,Sarah Lee,67.6,Yes,Intermediate,4.4,11226,148.85,0.526,No,12.33,2
30584,1381,Cybersecurity for Professionals,Jessica Martinez,97.4,Yes,Intermediate,4,24148,275.97,0.813,No,10.5,5
9628,4354,Personal Finance and Wealth Building,Charlotte King,44,Yes,Beginner,4.5,28117,238,0.448,No,40.88,6
21594,1445,Public Speaking Mastery,James Clark,21.7,No,Beginner,4.2,26952,239.85,0.731,Yes,16.34,3
20085,9085,Networking and System Administration,Michael Brown,99.8,No,Beginner,4,28941,233.6,0.648,Yes,20.19,5
23150,5376,Data Visualization with Tableau,David Wilson,13.4,Yes,Advanced,4.8,21559,243.24,0.927,Yes,17.61,3
37753,4101,Python for Beginners,Alexander Young,36.3,Yes,Intermediate,4,43700,376.49,0.739,Yes,47,6
16738,8506,Game Development with Unity,Dr. Mia Walker,16.1,Yes,Intermediate,4.3,34509,28.27,0.768,Yes,12.52,2
2319,3536,Networking and System Administration,Emma Harris,63,Yes,Intermediate,5,20737,398.17,0.881,No,35.77,1
46472,653,Fitness and Nutrition Coaching,Sophia Anderson,91.3,Yes,Intermediate,4.1,21687,443.62,0.619,No,36.24,4
45488,1373,Ethical Hacking Masterclass,Sophia Anderson,18.9,No,Beginner,3.7,4623,131.99,0.755,Yes,42.48,5
25315,5778,Cybersecurity for Professionals,Ethan Hall,8.5,Yes,Beginner,4.5,48527,114.1,0.757,Yes,18.24,5
35288,2952,Cybersecurity for Professionals,Olivia Taylor,57.8,No,Beginner,4.7,17570,431.39,1,Yes,45.6,5
30452,9392,Graphic Design with Canva,Sophia Anderson,84.4,Yes,Intermediate,3.4,18407,173.97,0.717,Yes,44.2,1
5428,1133,Personal Finance and Wealth Building,Prof. Emily Johnson,93.2,Yes,Beginner,3.5,9765,485.65,0.569,Yes,59.53,10
37372,6271,Photography and Video Editing,Dr. Robert Davis,25.8,Yes,Beginner,5,42222,228.85,0.847,Yes,26.01,6
24631,3123,Networking and System Administration,Isabella Scott,85.4,Yes,Beginner,4.3,21822,245.03,0.474,Yes,1,8
33668,2617,Personal Finance and Wealth Building,Jessica Martinez,31.6,Yes,Beginner,3,19461,76.36,0.774,Yes,13.56,2
26679,7723,Data Visualization with Tableau,William Thomas,44.5,Yes,Advanced,3,49868,364.32,0.673,Yes,1,8
25100,3114,Game Development with Unity,Isabella Scott,76.1,Yes,Advanced,5,21096,65.77,0.862,Yes,52.91,2
31635,1525,Fitness and Nutrition Coaching,James Clark,13.9,Yes,Intermediate,3.1,17647,203.47,0.833,Yes,27.3,4
16847,6230,Ethical Hacking Masterclass,Jessica Martinez,90.4,No,Intermediate,4.9,26903,326.57,0.843,Yes,23.45,4
17886,4457,Stock Market and Trading Strategies,Dr. Mia Walker,29.1,No,Advanced,3.8,34795,457.41,0.831,Yes,10.44,2
12069,3051,Python for Beginners,James Clark,86.8,No,Beginner,5,41048,182.94,0.609,Yes,3.64,9
17100,9442,Mobile App Development with Swift,Alexander Young,42.7,Yes,Beginner,2.9,18703,157.48,0.691,Yes,25.81,1
38099,8887,Data Visualization with Tableau,Michael Brown,53.8,No,Beginner,4.6,43921,300.99,0.665,Yes,16.32,6
27874,6342,Cybersecurity for Professionals,Benjamin Lewis,24.4,No,Beginner,3,31164,286.68,0.89,Yes,20.08,6
23559,5803,Data Visualization with Tableau,Jessica Martinez,97.8,Yes,Advanced,3.6,10277,450.64,0.68,Yes,10.83,6
30519,7996,Cloud Computing Essentials,Dr. John Smith,10.1,No,Intermediate,3.6,43896,301.56,0.866,Yes,30.03,6
9181,1705,Photography and Video Editing,Daniel White,36.8,No,Intermediate,2.4,1538,323.24,0.531,No,22.98,7
16596,6875,Advanced Machine Learning,William Thomas,65.8,No,Beginner,4.6,20454,183.71,0.824,Yes,1,5
23741,334,Blockchain and Decentralized Applications,Isabella Scott,8.9,Yes,Beginner,4.4,1481,147.98,0.704,Yes,26.27,5
27723,4177,Personal Finance and Wealth Building,Benjamin Lewis,32.2,Yes,Intermediate,4.6,22673,25.74,0.805,Yes,26.87,9
49906,2244,Blockchain and Decentralized Applications,Sarah Lee,40.6,No,Beginner,3.8,33490,231.12,0.881,Yes,28.76,7
48242,1485,Mobile App Development with Swift,Jessica Martinez,60.2,Yes,Intermediate,4,8216,50.29,0.697,Yes,13.95,2
3751,5302,Personal Finance and Wealth Building,James Clark,42,No,Intermediate,4.3,38421,202.69,0.729,No,1,7
11882,7041,AI for Business Leaders,William Thomas,14,No,Intermediate,4.5,4521,347.27,0.869,Yes,25.3,5
19607,233,Blockchain and Decentralized Applications,Ethan Hall,86.1,Yes,Intermediate,3.7,46260,461.18,0.875,No,16.44,2
16820,2115,Photography and Video Editing,Sarah Lee,54.6,Yes,Beginner,3.2,49934,445.9,0.497,Yes,16.9,3
26478,3887,Graphic Design with Canva,Sophia Anderson,8.1,Yes,Intermediate,3.4,12296,428.5,0.917,Yes,1.14,5
28756,8537,Public Speaking Mastery,Dr. Robert Davis,59.1,No,Advanced,4.7,44041,259.54,0.482,Yes,46.73,2
25812,9578,Advanced Machine Learning,Ethan Hall,30.7,No,Intermediate,3.8,33494,34.14,0.972,Yes,39.11,5
37698,7788,AI for Business Leaders,Sophia Anderson,82.7,No,Advanced,3.2,36689,411.1,0.884,Yes,29.57,2
47565,9275,Ethical Hacking Masterclass,Alexander Young,69.8,Yes,Advanced,4.6,30197,180.37,0.808,Yes,26.61,1
18345,6529,Public Speaking Mastery,Sarah Lee,28.2,Yes,Advanced,2.8,21188,284.17,0.797,Yes,20.07,9
